Port,Protocol,Count
37454,tcp,1
37455,tcp,1
37456,tcp,1
37457,tcp,1
37458,tcp,1
37459,tcp,1
37460,tcp,1
37461,tcp,1
37462,tcp,1
37463,tcp,1
37464,tcp,1
37465,tcp,1
37466,tcp,1
37467,tcp,1
37468,tcp,1
37469,tcp,1
37470,tcp,1
37471,tcp,1
37472,tcp,1
37473,tcp,1
37474,tcp,1
37475,tcp,1
37476,tcp,1
37477,tcp,1
37478,tcp,1
37479,tcp,1
37480,tcp,1
37481,tcp,1
37482,tcp,1
37483,tcp,1
37484,tcp,1
37485,tcp,1
37486,tcp,1
37487,tcp,1
37488,tcp,1
37489,tcp,1
37490,tcp,1
37491,tcp,1
37492,tcp,1
37493,tcp,1
37494,tcp,1
37495,tcp,1
37496,tcp,1
37497,tcp,1
37498,tcp,1
37499,tcp,1
37500,tcp,1
37501,tcp,1
37502,tcp,1
37503,tcp,1
37504,tcp,1
37505,tcp,1
37506,tcp,1
37507,tcp,1
37508,tcp,1
37509,tcp,1
37510,tcp,1
37511,tcp,1
37512,tcp,1
37513,tcp,1
37514,tcp,1
37515,tcp,1
37516,tcp,1
37517,tcp,1
37518,tcp,1
37519,tcp,1
37520,tcp,1
37521,tcp,1
37522,tcp,1
37523,tcp,1
37524,tcp,1
37525,tcp,1
37526,tcp,1
37527,tcp,1
37528,tcp,1
37529,tcp,1
37530,tcp,1
37531,tcp,1
37532,tcp,1
37533,tcp,1
37534,tcp,1
37535,tcp,1
37536,tcp,1
37537,tcp,1
37538,tcp,1
37539,tcp,1
37540,tcp,1
37541,tcp,1
37542,tcp,1
37543,tcp,1
37544,tcp,1
37545,tcp,1
37546,tcp,1
37547,tcp,1
37548,tcp,1
37549,tcp,1
37550,tcp,1
37551,tcp,1
37552,tcp,1
37553,tcp,1
37554,tcp,1
37555,tcp,1
37556,tcp,1
37557,tcp,1
37558,tcp,1
37559,tcp,1
37560,tcp,1
37561,tcp,1
37562,tcp,1
37563,tcp,1
37564,tcp,1
37565,tcp,1
37566,tcp,1
37567,tcp,1
37568,tcp,1
37569,tcp,1
37570,tcp,1
37571,tcp,1
37572,tcp,1
37573,tcp,1
37574,tcp,1
37575,tcp,1
37576,tcp,1
37577,tcp,1
37578,tcp,1
37579,tcp,1
37580,tcp,1
37581,tcp,1
37582,tcp,1
37583,tcp,1
37584,tcp,1
37585,tcp,1
37586,tcp,1
37587,tcp,1
37588,tcp,1
37589,tcp,1
37590,tcp,1
37591,tcp,1
37592,tcp,1
37593,tcp,1
37594,tcp,1
37595,tcp,1
37596,tcp,1
37597,tcp,1
37598,tcp,1
37599,tcp,1
37600,tcp,1
37601,tcp,1
37602,tcp,1
37603,tcp,1
37604,tcp,1
37605,tcp,1
37606,tcp,1
37607,tcp,1
37608,tcp,1
37609,tcp,1
37610,tcp,1
37611,tcp,1
37612,tcp,1
37613,tcp,1
37614,tcp,1
37615,tcp,1
37616,tcp,1
37617,tcp,1
37618,tcp,1
37619,tcp,1
37620,tcp,1
37621,tcp,1
37622,tcp,1
37623,tcp,1
37624,tcp,1
37625,tcp,1
37626,tcp,1
37627,tcp,1
37628,tcp,1
37629,tcp,1
37630,tcp,1
37631,tcp,1
37632,tcp,1
37633,tcp,1
37634,tcp,1
37635,tcp,1
37636,tcp,1
37637,tcp,1
37638,tcp,1
37639,tcp,1
37640,tcp,1
37641,tcp,1
37642,tcp,1
37643,tcp,1
37644,tcp,1
37645,tcp,1
37646,tcp,1
37647,tcp,1
37648,tcp,1
37649,tcp,1
37650,tcp,1
37651,tcp,1
37652,tcp,1
37653,tcp,1
37654,tcp,1
37655,tcp,1
37656,tcp,1
37657,tcp,1
37658,tcp,1
37659,tcp,1
37660,tcp,1
37661,tcp,1
37662,tcp,1
37663,tcp,1
37664,tcp,1
37665,tcp,1
37666,tcp,1
37667,tcp,1
37668,tcp,1
37669,tcp,1
37670,tcp,1
37671,tcp,1
37672,tcp,1
37673,tcp,1
37674,tcp,1
37675,tcp,1
37676,tcp,1
37677,tcp,1
37678,tcp,1
37679,tcp,1
37680,tcp,1
37681,tcp,1
37682,tcp,1
37683,tcp,1
37684,tcp,1
37685,tcp,1
37686,tcp,1
37687,tcp,1
37688,tcp,1
37689,tcp,1
37690,tcp,1
37691,tcp,1
37692,tcp,1
37693,tcp,1
37694,tcp,1
37695,tcp,1
37696,tcp,1
37697,tcp,1
37698,tcp,1
37699,tcp,1
37700,tcp,1
37701,tcp,1
37702,tcp,1
37703,tcp,1
37704,tcp,1
37705,tcp,1
37706,tcp,1
37707,tcp,1
37708,tcp,1
37709,tcp,1
37710,tcp,1
37711,tcp,1
37712,tcp,1
37713,tcp,1
37714,tcp,1
37715,tcp,1
37716,tcp,1
37717,tcp,1
37718,tcp,1
37719,tcp,1
37720,tcp,1
37721,tcp,1
37722,tcp,1
37723,tcp,1
37724,tcp,1
37725,tcp,1
37726,tcp,1
37727,tcp,1
37728,tcp,1
37729,tcp,1
37730,tcp,1
37731,tcp,1
37732,tcp,1
37733,tcp,1
37734,tcp,1
37735,tcp,1
37736,tcp,1
37737,tcp,1
37738,tcp,1
37739,tcp,1
37740,tcp,1
37741,tcp,1
37742,tcp,1
37743,tcp,1
37744,tcp,1
37745,tcp,1
37746,tcp,1
37747,tcp,1
37748,tcp,1
37749,tcp,1
37750,tcp,1
37751,tcp,1
37752,tcp,1
37753,tcp,1
37754,tcp,1
37755,tcp,1
37756,tcp,1
37757,tcp,1
37758,tcp,1
37759,tcp,1
37760,tcp,1
37761,tcp,1
37762,tcp,1
37763,tcp,1
37764,tcp,1
37765,tcp,1
37766,tcp,1
37767,tcp,1
37768,tcp,1
37769,tcp,1
37770,tcp,1
37771,tcp,1
37772,tcp,1
37773,tcp,1
37774,tcp,1
37775,tcp,1
37776,tcp,1
37777,tcp,1
37778,tcp,1
37779,tcp,1
37780,tcp,1
37781,tcp,1
37782,tcp,1
37783,tcp,1
37784,tcp,1
37785,tcp,1
37786,tcp,1
37787,tcp,1
37788,tcp,1
37789,tcp,1
37790,tcp,1
37791,tcp,1
37792,tcp,1
37793,tcp,1
37794,tcp,1
37795,tcp,1
37796,tcp,1
37797,tcp,1
37798,tcp,1
37799,tcp,1
37800,tcp,1
37801,tcp,1
37802,tcp,1
37803,tcp,1
37804,tcp,1
37805,tcp,1
37806,tcp,1
37807,tcp,1
37808,tcp,1
37809,tcp,1
37810,tcp,1
37811,tcp,1
37812,tcp,1
37813,tcp,1
37814,tcp,1
37815,tcp,1
37816,tcp,1
37817,tcp,1
37818,tcp,1
37819,tcp,1
37820,tcp,1
37821,tcp,1
37822,tcp,1
37823,tcp,1
37824,tcp,1
37825,tcp,1
37826,tcp,1
37827,tcp,1
37828,tcp,1
37829,tcp,1
37830,tcp,1
37831,tcp,1
37832,tcp,1
37833,tcp,1
37834,tcp,1
37835,tcp,1
37836,tcp,1
37837,tcp,1
37838,tcp,1
37839,tcp,1
37840,tcp,1
37841,tcp,1
37842,tcp,1
37843,tcp,1
37844,tcp,1
37845,tcp,1
37846,tcp,1
37847,tcp,1
37848,tcp,1
37849,tcp,1
37850,tcp,1
37851,tcp,1
37852,tcp,1
37853,tcp,1
37854,tcp,1
37855,tcp,1
37856,tcp,1
37857,tcp,1
37858,tcp,1
37859,tcp,1
37860,tcp,1
37861,tcp,1
37862,tcp,1
37863,tcp,1
37864,tcp,1
37865,tcp,1
37866,tcp,1
37867,tcp,1
37868,tcp,1
37869,tcp,1
37870,tcp,1
37871,tcp,1
37872,tcp,1
37873,tcp,1
37874,tcp,1
37875,tcp,1
37876,tcp,1
37877,tcp,1
37878,tcp,1
37879,tcp,1
37880,tcp,1
37881,tcp,1
37882,tcp,1
37883,tcp,1
37884,tcp,1
37885,tcp,1
37886,tcp,1
37887,tcp,1
37888,tcp,1
37889,tcp,1
37890,tcp,1
37891,tcp,1
37892,tcp,1
37893,tcp,1
37894,tcp,1
37895,tcp,1
37896,tcp,1
37897,tcp,1
37898,tcp,1
37899,tcp,1
37900,tcp,1
37901,tcp,1
37902,tcp,1
37903,tcp,1
37904,tcp,1
37905,tcp,1
37906,tcp,1
37907,tcp,1
37908,tcp,1
37909,tcp,1
37910,tcp,1
37911,tcp,1
37912,tcp,1
37913,tcp,1
37914,tcp,1
37915,tcp,1
37916,tcp,1
37917,tcp,1
37918,tcp,1
37919,tcp,1
37920,tcp,1
37921,tcp,1
37922,tcp,1
37923,tcp,1
37924,tcp,1
37925,tcp,1
37926,tcp,1
37927,tcp,1
37928,tcp,1
37929,tcp,1
37930,tcp,1
37931,tcp,1
37932,tcp,1
37933,tcp,1
37934,tcp,1
37935,tcp,1
37936,tcp,1
37937,tcp,1
37938,tcp,1
37939,tcp,1
37940,tcp,1
37941,tcp,1
37942,tcp,1
37943,tcp,1
37944,tcp,1
37945,tcp,1
37946,tcp,1
37947,tcp,1
37948,tcp,1
37949,tcp,1
37950,tcp,1
37951,tcp,1
37952,tcp,1
37953,tcp,1
37954,tcp,1
37955,tcp,1
37956,tcp,1
37957,tcp,1
37958,tcp,1
37959,tcp,1
37960,tcp,1
37961,tcp,1
37962,tcp,1
37963,tcp,1
37964,tcp,1
37965,tcp,1
37966,tcp,1
37967,tcp,1
37968,tcp,1
37969,tcp,1
37970,tcp,1
37971,tcp,1
37972,tcp,1
37973,tcp,1
37974,tcp,1
37975,tcp,1
37976,tcp,1
37977,tcp,1
37978,tcp,1
37979,tcp,1
37980,tcp,1
37981,tcp,1
37982,tcp,1
37983,tcp,1
37984,tcp,1
37985,tcp,1
37986,tcp,1
37987,tcp,1
37988,tcp,1
37989,tcp,1
37990,tcp,1
37991,tcp,1
37992,tcp,1
37993,tcp,1
37994,tcp,1
37995,tcp,1
37996,tcp,1
37997,tcp,1
37998,tcp,1
37999,tcp,1
38000,tcp,1
38001,tcp,1
38002,tcp,1
38003,tcp,1
38004,tcp,1
38005,tcp,1
38006,tcp,1
38007,tcp,1
38008,tcp,1
38009,tcp,1
38010,tcp,1
38011,tcp,1
38012,tcp,1
38013,tcp,1
38014,tcp,1
38015,tcp,1
38016,tcp,1
38017,tcp,1
38018,tcp,1
38019,tcp,1
38020,tcp,1
38021,tcp,1
38022,tcp,1
38023,tcp,1
38024,tcp,1
38025,tcp,1
38026,tcp,1
38027,tcp,1
38028,tcp,1
38029,tcp,1
38030,tcp,1
38031,tcp,1
38032,tcp,1
38033,tcp,1
38034,tcp,1
38035,tcp,1
38036,tcp,1
38037,tcp,1
38038,tcp,1
38039,tcp,1
38040,tcp,1
38041,tcp,1
38042,tcp,1
38043,tcp,1
38044,tcp,1
38045,tcp,1
38046,tcp,1
38047,tcp,1
38048,tcp,1
38049,tcp,1
38050,tcp,1
38051,tcp,1
38052,tcp,1
38053,tcp,1
38054,tcp,1
38055,tcp,1
38056,tcp,1
38057,tcp,1
38058,tcp,1
38059,tcp,1
38060,tcp,1
38061,tcp,1
38062,tcp,1
38063,tcp,1
38064,tcp,1
38065,tcp,1
38066,tcp,1
38067,tcp,1
38068,tcp,1
38069,tcp,1
38070,tcp,1
38071,tcp,1
38072,tcp,1
38073,tcp,1
38074,tcp,1
38075,tcp,1
38076,tcp,1
38077,tcp,1
38078,tcp,1
38079,tcp,1
38080,tcp,1
38081,tcp,1
38082,tcp,1
38083,tcp,1
38084,tcp,1
38085,tcp,1
38086,tcp,1
38087,tcp,1
38088,tcp,1
38089,tcp,1
38090,tcp,1
38091,tcp,1
38092,tcp,1
38093,tcp,1
38094,tcp,1
38095,tcp,1
38096,tcp,1
38097,tcp,1
38098,tcp,1
38099,tcp,1
38100,tcp,1
38101,tcp,1
38102,tcp,1
38103,tcp,1
38104,tcp,1
38105,tcp,1
38106,tcp,1
38107,tcp,1
38108,tcp,1
38109,tcp,1
38110,tcp,1
38111,tcp,1
38112,tcp,1
38113,tcp,1
38114,tcp,1
38115,tcp,1
38116,tcp,1
38117,tcp,1
38118,tcp,1
38119,tcp,1
38120,tcp,1
38121,tcp,1
38122,tcp,1
38123,tcp,1
38124,tcp,1
38125,tcp,1
38126,tcp,1
38127,tcp,1
38128,tcp,1
38129,tcp,1
38130,tcp,1
38131,tcp,1
38132,tcp,1
38133,tcp,1
38134,tcp,1
38135,tcp,1
38136,tcp,1
38137,tcp,1
38138,tcp,1
38139,tcp,1
38140,tcp,1
38141,tcp,1
38142,tcp,1
38143,tcp,1
38144,tcp,1
38145,tcp,1
38146,tcp,1
38147,tcp,1
38148,tcp,1
38149,tcp,1
38150,tcp,1
38151,tcp,1
38152,tcp,1
38153,tcp,1
38154,tcp,1
38155,tcp,1
38156,tcp,1
38157,tcp,1
38158,tcp,1
38159,tcp,1
38160,tcp,1
38161,tcp,1
38162,tcp,1
38163,tcp,1
38164,tcp,1
38165,tcp,1
38166,tcp,1
38167,tcp,1
38168,tcp,1
38169,tcp,1
38170,tcp,1
38171,tcp,1
38172,tcp,1
38173,tcp,1
38174,tcp,1
38175,tcp,1
38176,tcp,1
38177,tcp,1
38178,tcp,1
38179,tcp,1
38180,tcp,1
38181,tcp,1
38182,tcp,1
38183,tcp,1
38184,tcp,1
38185,tcp,1
38186,tcp,1
38187,tcp,1
38188,tcp,1
38189,tcp,1
38190,tcp,1
38191,tcp,1
38192,tcp,1
38193,tcp,1
38194,tcp,1
38195,tcp,1
38196,tcp,1
38197,tcp,1
38198,tcp,1
38199,tcp,1
38200,tcp,1
38201,tcp,1
38202,tcp,1
38203,tcp,1
38204,tcp,1
38205,tcp,1
38206,tcp,1
38207,tcp,1
38208,tcp,1
38209,tcp,1
38210,tcp,1
38211,tcp,1
38212,tcp,1
38213,tcp,1
38214,tcp,1
38215,tcp,1
38216,tcp,1
38217,tcp,1
38218,tcp,1
38219,tcp,1
38220,tcp,1
38221,tcp,1
38222,tcp,1
38223,tcp,1
38224,tcp,1
38225,tcp,1
38226,tcp,1
38227,tcp,1
38228,tcp,1
38229,tcp,1
38230,tcp,1
38231,tcp,1
38232,tcp,1
38233,tcp,1
38234,tcp,1
38235,tcp,1
38236,tcp,1
38237,tcp,1
38238,tcp,1
38239,tcp,1
38240,tcp,1
38241,tcp,1
38242,tcp,1
38243,tcp,1
38244,tcp,1
38245,tcp,1
38246,tcp,1
38247,tcp,1
38248,tcp,1
38249,tcp,1
38250,tcp,1
38251,tcp,1
38252,tcp,1
38253,tcp,1
38254,tcp,1
38255,tcp,1
38256,tcp,1
38257,tcp,1
38258,tcp,1
38259,tcp,1
38260,tcp,1
38261,tcp,1
38262,tcp,1
38263,tcp,1
38264,tcp,1
38265,tcp,1
38266,tcp,1
38267,tcp,1
38268,tcp,1
38269,tcp,1
38270,tcp,1
38271,tcp,1
38272,tcp,1
38273,tcp,1
38274,tcp,1
38275,tcp,1
38276,tcp,1
38277,tcp,1
38278,tcp,1
38279,tcp,1
38280,tcp,1
38281,tcp,1
38282,tcp,1
38283,tcp,1
38284,tcp,1
38285,tcp,1
38286,tcp,1
38287,tcp,1
38288,tcp,1
38289,tcp,1
38290,tcp,1
38291,tcp,1
38292,tcp,1
38293,tcp,1
38294,tcp,1
38295,tcp,1
38296,tcp,1
38297,tcp,1
38298,tcp,1
38299,tcp,1
38300,tcp,1
38301,tcp,1
38302,tcp,1
38303,tcp,1
38304,tcp,1
38305,tcp,1
38306,tcp,1
38307,tcp,1
38308,tcp,1
38309,tcp,1
38310,tcp,1
38311,tcp,1
38312,tcp,1
38313,tcp,1
38314,tcp,1
38315,tcp,1
38316,tcp,1
38317,tcp,1
38318,tcp,1
38319,tcp,1
38320,tcp,1
38321,tcp,1
38322,tcp,1
38323,tcp,1
38324,tcp,1
38325,tcp,1
38326,tcp,1
38327,tcp,1
38328,tcp,1
38329,tcp,1
38330,tcp,1
38331,tcp,1
38332,tcp,1
38333,tcp,1
38334,tcp,1
38335,tcp,1
38336,tcp,1
38337,tcp,1
38338,tcp,1
38339,tcp,1
38340,tcp,1
38341,tcp,1
38342,tcp,1
38343,tcp,1
38344,tcp,1
38345,tcp,1
38346,tcp,1
38347,tcp,1
38348,tcp,1
38349,tcp,1
38350,tcp,1
38351,tcp,1
38352,tcp,1
38353,tcp,1
38354,tcp,1
38355,tcp,1
38356,tcp,1
38357,tcp,1
38358,tcp,1
38359,tcp,1
38360,tcp,1
38361,tcp,1
38362,tcp,1
38363,tcp,1
38364,tcp,1
38365,tcp,1
38366,tcp,1
38367,tcp,1
38368,tcp,1
38369,tcp,1
38370,tcp,1
38371,tcp,1
38372,tcp,1
38373,tcp,1
38374,tcp,1
38375,tcp,1
38376,tcp,1
38377,tcp,1
38378,tcp,1
38379,tcp,1
38380,tcp,1
38381,tcp,1
38382,tcp,1
38383,tcp,1
38384,tcp,1
38385,tcp,1
38386,tcp,1
38387,tcp,1
38388,tcp,1
38389,tcp,1
38390,tcp,1
38391,tcp,1
38392,tcp,1
38393,tcp,1
38394,tcp,1
38395,tcp,1
38396,tcp,1
38397,tcp,1
38398,tcp,1
38399,tcp,1
38400,tcp,1
38401,tcp,1
38402,tcp,1
38403,tcp,1
38404,tcp,1
38405,tcp,1
38406,tcp,1
38407,tcp,1
38408,tcp,1
38409,tcp,1
38410,tcp,1
38411,tcp,1
38412,tcp,1
38413,tcp,1
38414,tcp,1
38415,tcp,1
38416,tcp,1
38417,tcp,1
38418,tcp,1
38419,tcp,1
38420,tcp,1
38421,tcp,1
38422,tcp,1
38423,tcp,1
38424,tcp,1
38425,tcp,1
38426,tcp,1
38427,tcp,1
38428,tcp,1
38429,tcp,1
38430,tcp,1
38431,tcp,1
38432,tcp,1
38433,tcp,1
38434,tcp,1
38435,tcp,1
38436,tcp,1
38437,tcp,1
38438,tcp,1
38439,tcp,1
38440,tcp,1
38441,tcp,1
38442,tcp,1
38443,tcp,1
38444,tcp,1
38445,tcp,1
38446,tcp,1
38447,tcp,1
38448,tcp,1
38449,tcp,1
38450,tcp,1
38451,tcp,1
38452,tcp,1
38453,tcp,1
38454,tcp,1
38455,tcp,1
38456,tcp,1
38457,tcp,1
38458,tcp,1
38459,tcp,1
38460,tcp,1
38461,tcp,1
38462,tcp,1
38463,tcp,1
38464,tcp,1
38465,tcp,1
38466,tcp,1
38467,tcp,1
38468,tcp,1
38469,tcp,1
38470,tcp,1
38471,tcp,1
38472,tcp,1
38473,tcp,1
38474,tcp,1
38475,tcp,1
38476,tcp,1
38477,tcp,1
38478,tcp,1
38479,tcp,1
38480,tcp,1
38481,tcp,1
38482,tcp,1
38483,tcp,1
38484,tcp,1
38485,tcp,1
38486,tcp,1
38487,tcp,1
38488,tcp,1
38489,tcp,1
38490,tcp,1
38491,tcp,1
38492,tcp,1
38493,tcp,1
38494,tcp,1
38495,tcp,1
38496,tcp,1
38497,tcp,1
38498,tcp,1
38499,tcp,1
38500,tcp,1
38501,tcp,1
38502,tcp,1
38503,tcp,1
38504,tcp,1
38505,tcp,1
38506,tcp,1
38507,tcp,1
38508,tcp,1
38509,tcp,1
38510,tcp,1
38511,tcp,1
38512,tcp,1
38513,tcp,1
38514,tcp,1
38515,tcp,1
38516,tcp,1
38517,tcp,1
38518,tcp,1
38519,tcp,1
38520,tcp,1
38521,tcp,1
38522,tcp,1
38523,tcp,1
38524,tcp,1
38525,tcp,1
38526,tcp,1
38527,tcp,1
38528,tcp,1
38529,tcp,1
38530,tcp,1
38531,tcp,1
38532,tcp,1
38533,tcp,1
38534,tcp,1
38535,tcp,1
38536,tcp,1
38537,tcp,1
38538,tcp,1
38539,tcp,1
38540,tcp,1
38541,tcp,1
38542,tcp,1
38543,tcp,1
38544,tcp,1
38545,tcp,1
38546,tcp,1
38547,tcp,1
38548,tcp,1
38549,tcp,1
38550,tcp,1
38551,tcp,1
38552,tcp,1
38553,tcp,1
38554,tcp,1
38555,tcp,1
38556,tcp,1
38557,tcp,1
38558,tcp,1
38559,tcp,1
38560,tcp,1
38561,tcp,1
38562,tcp,1
38563,tcp,1
38564,tcp,1
38565,tcp,1
38566,tcp,1
38567,tcp,1
38568,tcp,1
38569,tcp,1
38570,tcp,1
38571,tcp,1
38572,tcp,1
38573,tcp,1
38574,tcp,1
38575,tcp,1
38576,tcp,1
38577,tcp,1
38578,tcp,1
38579,tcp,1
38580,tcp,1
38581,tcp,1
38582,tcp,1
38583,tcp,1
38584,tcp,1
38585,tcp,1
38586,tcp,1
38587,tcp,1
38588,tcp,1
38589,tcp,1
38590,tcp,1
38591,tcp,1
38592,tcp,1
38593,tcp,1
38594,tcp,1
38595,tcp,1
38596,tcp,1
38597,tcp,1
38598,tcp,1
38599,tcp,1
38600,tcp,1
38601,tcp,1
38602,tcp,1
38603,tcp,1
38604,tcp,1
38605,tcp,1
38606,tcp,1
38607,tcp,1
38608,tcp,1
38609,tcp,1
38610,tcp,1
38611,tcp,1
38612,tcp,1
38613,tcp,1
38614,tcp,1
38615,tcp,1
38616,tcp,1
38617,tcp,1
38618,tcp,1
38619,tcp,1
38620,tcp,1
38621,tcp,1
38622,tcp,1
38623,tcp,1
38624,tcp,1
38625,tcp,1
38626,tcp,1
38627,tcp,1
38628,tcp,1
38629,tcp,1
38630,tcp,1
38631,tcp,1
38632,tcp,1
38633,tcp,1
38634,tcp,1
38635,tcp,1
38636,tcp,1
38637,tcp,1
38638,tcp,1
38639,tcp,1
38640,tcp,1
38641,tcp,1
38642,tcp,1
38643,tcp,1
38644,tcp,1
38645,tcp,1
38646,tcp,1
38647,tcp,1
38648,tcp,1
38649,tcp,1
38650,tcp,1
38651,tcp,1
38652,tcp,1
38653,tcp,1
38654,tcp,1
38655,tcp,1
38656,tcp,1
38657,tcp,1
38658,tcp,1
38659,tcp,1
38660,tcp,1
38661,tcp,1
38662,tcp,1
38663,tcp,1
38664,tcp,1
38665,tcp,1
38666,tcp,1
38667,tcp,1
38668,tcp,1
38669,tcp,1
38670,tcp,1
38671,tcp,1
38672,tcp,1
38673,tcp,1
38674,tcp,1
38675,tcp,1
38676,tcp,1
38677,tcp,1
38678,tcp,1
38679,tcp,1
38680,tcp,1
38681,tcp,1
38682,tcp,1
38683,tcp,1
38684,tcp,1
38685,tcp,1
38686,tcp,1
38687,tcp,1
38688,tcp,1
38689,tcp,1
38690,tcp,1
38691,tcp,1
38692,tcp,1
38693,tcp,1
38694,tcp,1
38695,tcp,1
38696,tcp,1
38697,tcp,1
38698,tcp,1
38699,tcp,1
38700,tcp,1
38701,tcp,1
38702,tcp,1
38703,tcp,1
38704,tcp,1
38705,tcp,1
38706,tcp,1
38707,tcp,1
38708,tcp,1
38709,tcp,1
38710,tcp,1
38711,tcp,1
38712,tcp,1
38713,tcp,1
38714,tcp,1
38715,tcp,1
38716,tcp,1
38717,tcp,1
38718,tcp,1
38719,tcp,1
38720,tcp,1
38721,tcp,1
38722,tcp,1
38723,tcp,1
38724,tcp,1
38725,tcp,1
38726,tcp,1
38727,tcp,1
38728,tcp,1
38729,tcp,1
38730,tcp,1
38731,tcp,1
38732,tcp,1
38733,tcp,1
38734,tcp,1
38735,tcp,1
38736,tcp,1
38737,tcp,1
38738,tcp,1
38739,tcp,1
38740,tcp,1
38741,tcp,1
38742,tcp,1
38743,tcp,1
38744,tcp,1
38745,tcp,1
38746,tcp,1
38747,tcp,1
38748,tcp,1
38749,tcp,1
38750,tcp,1
38751,tcp,1
38752,tcp,1
38753,tcp,1
38754,tcp,1
38755,tcp,1
38756,tcp,1
38757,tcp,1
38758,tcp,1
38759,tcp,1
38760,tcp,1
38761,tcp,1
38762,tcp,1
38763,tcp,1
38764,tcp,1
38765,tcp,1
38766,tcp,1
38767,tcp,1
38768,tcp,1
38769,tcp,1
38770,tcp,1
38771,tcp,1
38772,tcp,1
38773,tcp,1
38774,tcp,1
38775,tcp,1
38776,tcp,1
38777,tcp,1
38778,tcp,1
38779,tcp,1
38780,tcp,1
38781,tcp,1
38782,tcp,1
38783,tcp,1
38784,tcp,1
38785,tcp,1
38786,tcp,1
38787,tcp,1
38788,tcp,1
38789,tcp,1
38790,tcp,1
38791,tcp,1
38792,tcp,1
38793,tcp,1
38794,tcp,1
38795,tcp,1
38796,tcp,1
38797,tcp,1
38798,tcp,1
38799,tcp,1
38800,tcp,1
38801,tcp,1
38802,tcp,1
38803,tcp,1
38804,tcp,1
38805,tcp,1
38806,tcp,1
38807,tcp,1
38808,tcp,1
38809,tcp,1
38810,tcp,1
38811,tcp,1
38812,tcp,1
38813,tcp,1
38814,tcp,1
38815,tcp,1
38816,tcp,1
38817,tcp,1
38818,tcp,1
38819,tcp,1
38820,tcp,1
38821,tcp,1
38822,tcp,1
38823,tcp,1
38824,tcp,1
38825,tcp,1
38826,tcp,1
38827,tcp,1
38828,tcp,1
38829,tcp,1
38830,tcp,1
38831,tcp,1
38832,tcp,1
38833,tcp,1
38834,tcp,1
38835,tcp,1
38836,tcp,1
38837,tcp,1
38838,tcp,1
38839,tcp,1
38840,tcp,1
38841,tcp,1
38842,tcp,1
38843,tcp,1
38844,tcp,1
38845,tcp,1
38846,tcp,1
38847,tcp,1
38848,tcp,1
38849,tcp,1
38850,tcp,1
38851,tcp,1
38852,tcp,1
38853,tcp,1
38854,tcp,1
38855,tcp,1
38856,tcp,1
38857,tcp,1
38858,tcp,1
38859,tcp,1
38860,tcp,1
38861,tcp,1
38862,tcp,1
38863,tcp,1
38864,tcp,1
38865,tcp,1
38866,tcp,1
38867,tcp,1
38868,tcp,1
38869,tcp,1
38870,tcp,1
38871,tcp,1
38872,tcp,1
38873,tcp,1
38874,tcp,1
38875,tcp,1
38876,tcp,1
38877,tcp,1
38878,tcp,1
38879,tcp,1
38880,tcp,1
38881,tcp,1
38882,tcp,1
38883,tcp,1
38884,tcp,1
38885,tcp,1
38886,tcp,1
38887,tcp,1
38888,tcp,1
38889,tcp,1
38890,tcp,1
38891,tcp,1
38892,tcp,1
38893,tcp,1
38894,tcp,1
38895,tcp,1
38896,tcp,1
38897,tcp,1
38898,tcp,1
38899,tcp,1
38900,tcp,1
38901,tcp,1
38902,tcp,1
38903,tcp,1
38904,tcp,1
38905,tcp,1
38906,tcp,1
38907,tcp,1
38908,tcp,1
38909,tcp,1
38910,tcp,1
38911,tcp,1
38912,tcp,1
38913,tcp,1
38914,tcp,1
38915,tcp,1
38916,tcp,1
38917,tcp,1
38918,tcp,1
38919,tcp,1
38920,tcp,1
38921,tcp,1
38922,tcp,1
38923,tcp,1
38924,tcp,1
38925,tcp,1
38926,tcp,1
38927,tcp,1
38928,tcp,1
38929,tcp,1
38930,tcp,1
38931,tcp,1
38932,tcp,1
38933,tcp,1
38934,tcp,1
38935,tcp,1
38936,tcp,1
38937,tcp,1
38938,tcp,1
38939,tcp,1
38940,tcp,1
38941,tcp,1
38942,tcp,1
38943,tcp,1
38944,tcp,1
38945,tcp,1
38946,tcp,1
38947,tcp,1
38948,tcp,1
38949,tcp,1
38950,tcp,1
38951,tcp,1
38952,tcp,1
38953,tcp,1
38954,tcp,1
38955,tcp,1
38956,tcp,1
38957,tcp,1
38958,tcp,1
38959,tcp,1
38960,tcp,1
38961,tcp,1
38962,tcp,1
38963,tcp,1
38964,tcp,1
38965,tcp,1
38966,tcp,1
38967,tcp,1
38968,tcp,1
38969,tcp,1
38970,tcp,1
38971,tcp,1
38972,tcp,1
38973,tcp,1
38974,tcp,1
38975,tcp,1
38976,tcp,1
38977,tcp,1
38978,tcp,1
38979,tcp,1
38980,tcp,1
38981,tcp,1
38982,tcp,1
38983,tcp,1
38984,tcp,1
38985,tcp,1
38986,tcp,1
38987,tcp,1
38988,tcp,1
38989,tcp,1
38990,tcp,1
38991,tcp,1
38992,tcp,1
38993,tcp,1
38994,tcp,1
38995,tcp,1
38996,tcp,1
38997,tcp,1
38998,tcp,1
38999,tcp,1
39000,tcp,1
39001,tcp,1
39002,tcp,1
39003,tcp,1
39004,tcp,1
39005,tcp,1
39006,tcp,1
39007,tcp,1
